id,symbol,timestamp,open,high,low,close,volume,trade_count,vwap,timeframe,data_source,created_at
48,SPY,2018-03-12 04:00:00.000000,248.76,249.39,247.76,248.17,73175656,242962,248.49,Day,Alpaca,2025-08-14 22:37:15
49,SPY,2018-03-13 04:00:00.000000,249.33,249.84,245.94,246.55,93427280,315529,247.62,Day,Alpaca,2025-08-14 22:37:15
50,SPY,2018-03-14 04:00:00.000000,247.52,247.71,244.73,245.24,107710053,360723,245.65,Day,Alpaca,2025-08-14 22:37:15
51,SPY,2018-03-15 04:00:00.000000,245.8,246.45,244.51,245.05,88837397,262029,245.31,Day,Alpaca,2025-08-14 22:37:15
52,SPY,2018-03-16 04:00:00.000000,245.55,246.35,245.23,245.3,101412188,239191,245.75,Day,Alpaca,2025-08-14 22:37:15
53,SPY,2018-03-19 04:00:00.000000,244.52,245.46,240.29,242.07,111075802,432140,241.98,Day,Alpaca,2025-08-14 22:37:15
54,SPY,2018-03-20 04:00:00.000000,242.37,243.02,241.69,242.36,60829259,209738,242.4,Day,Alpaca,2025-08-14 22:37:15
55,SPY,2018-03-21 04:00:00.000000,242.33,244.45,241.7,241.88,79541919,330623,242.86,Day,Alpaca,2025-08-14 22:37:15
56,SPY,2018-03-22 04:00:00.000000,239.66,240.52,235.59,235.9,152401570,577826,238.01,Day,Alpaca,2025-08-14 22:37:15
57,SPY,2018-03-23 04:00:00.000000,236.31,237.07,230.64,230.81,186705769,623865,233.75,Day,Alpaca,2025-08-14 22:37:15
58,SPY,2018-03-26 04:00:00.000000,234.49,237.44,232.05,237.18,144878172,450166,235.11,Day,Alpaca,2025-08-14 22:37:15
59,SPY,2018-03-27 04:00:00.000000,238.1,238.64,231.54,233.26,134090487,538201,235.38,Day,Alpaca,2025-08-14 22:37:15
60,SPY,2018-03-28 04:00:00.000000,233.25,234.94,231.31,232.45,151934925,590467,232.93,Day,Alpaca,2025-08-14 22:37:15
61,SPY,2018-03-29 04:00:00.000000,233.58,237.29,232.44,235.65,128072137,436549,235.25,Day,Alpaca,2025-08-14 22:37:15
62,SPY,2018-04-02 04:00:00.000000,234.86,235.38,227.81,230.36,188325321,643543,230.37,Day,Alpaca,2025-08-14 22:37:15
63,SPY,2018-04-03 04:00:00.000000,231.57,233.75,229.75,233.23,121245396,451181,231.84,Day,Alpaca,2025-08-14 22:37:15
64,SPY,2018-04-04 04:00:00.000000,229.67,236.48,229.54,235.96,126742991,463583,233.34,Day,Alpaca,2025-08-14 22:37:15
65,SPY,2018-04-05 04:00:00.000000,237.54,238.52,236.45,237.58,84309507,318778,237.63,Day,Alpaca,2025-08-14 22:37:15
66,SPY,2018-04-06 04:00:00.000000,235.64,237.15,230.79,232.31,182854619,562706,233.54,Day,Alpaca,2025-08-14 22:37:15
67,SPY,2018-04-09 04:00:00.000000,233.81,236.91,232.52,233.32,113639051,333760,234.68,Day,Alpaca,2025-08-14 22:37:15
68,SPY,2018-04-10 04:00:00.000000,236.4,237.98,235.25,237.13,107159335,405037,236.84,Day,Alpaca,2025-08-14 22:37:15
69,SPY,2018-04-11 04:00:00.000000,235.69,237.63,235.61,235.9,92820659,329134,236.41,Day,Alpaca,2025-08-14 22:37:15
70,SPY,2018-04-12 04:00:00.000000,237.29,238.84,237.11,237.86,70635606,282530,238.08,Day,Alpaca,2025-08-14 22:37:15
71,SPY,2018-04-13 04:00:00.000000,239.21,239.33,236.17,237.15,86860777,310912,237.51,Day,Alpaca,2025-08-14 22:37:15
72,SPY,2018-04-16 04:00:00.000000,238.84,239.92,238.01,239.17,64594574,251422,239.11,Day,Alpaca,2025-08-14 22:37:15
73,SPY,2018-04-17 04:00:00.000000,240.93,242.3,240.41,241.64,66215072,253683,241.54,Day,Alpaca,2025-08-14 22:37:15
74,SPY,2018-04-18 04:00:00.000000,242.14,242.69,241.41,241.86,57919664,197534,242.19,Day,Alpaca,2025-08-14 22:37:15
75,SPY,2018-04-19 04:00:00.000000,241.21,241.42,239.49,240.52,79527976,284592,240.42,Day,Alpaca,2025-08-14 22:37:15
76,SPY,2018-04-20 04:00:00.000000,240.46,240.69,237.6,238.54,101358707,291616,238.78,Day,Alpaca,2025-08-14 22:37:15
77,SPY,2018-04-23 04:00:00.000000,239.08,239.64,237.37,238.46,67468135,239515,238.55,Day,Alpaca,2025-08-14 22:37:15
78,SPY,2018-04-24 04:00:00.000000,239.5,239.72,233.73,235.3,114962314,436219,236.18,Day,Alpaca,2025-08-14 22:37:15
79,SPY,2018-04-25 04:00:00.000000,235.18,236.28,233.34,235.83,105412286,356766,234.93,Day,Alpaca,2025-08-14 22:37:15
80,SPY,2018-04-26 04:00:00.000000,236.87,239.06,236.42,238.16,68959182,270095,237.89,Day,Alpaca,2025-08-14 22:37:15
81,SPY,2018-04-27 04:00:00.000000,238.84,239.15,237.5,238.47,58099215,224144,238.45,Day,Alpaca,2025-08-14 22:37:15
82,SPY,2018-04-30 04:00:00.000000,239.08,239.64,236.54,236.63,84864978,271534,237.76,Day,Alpaca,2025-08-14 22:37:15
83,SPY,2018-05-01 04:00:00.000000,236.07,237.14,234.47,237.02,77000433,296316,235.86,Day,Alpaca,2025-08-14 22:37:15
84,SPY,2018-05-02 04:00:00.000000,236.84,237.66,235.05,235.42,87960465,300566,236.31,Day,Alpaca,2025-08-14 22:37:15
85,SPY,2018-05-03 04:00:00.000000,234.6,235.59,231.73,234.9,138114268,519979,233.84,Day,Alpaca,2025-08-14 22:37:15
86,SPY,2018-05-04 04:00:00.000000,233.94,238.65,233.61,237.88,92744409,326637,237.12,Day,Alpaca,2025-08-14 22:37:15
87,SPY,2018-05-07 04:00:00.000000,238.74,239.76,238.05,238.77,56246159,242694,238.98,Day,Alpaca,2025-08-14 22:37:15
88,SPY,2018-05-08 04:00:00.000000,238.4,239.13,237.19,238.74,68490026,264708,238.26,Day,Alpaca,2025-08-14 22:37:15
89,SPY,2018-05-09 04:00:00.000000,239.45,241.41,238.92,241.05,60946478,255999,240.38,Day,Alpaca,2025-08-14 22:37:15
90,SPY,2018-05-10 04:00:00.000000,241.83,243.66,241.72,243.32,73496270,258139,242.92,Day,Alpaca,2025-08-14 22:37:15
91,SPY,2018-05-11 04:00:00.000000,243.46,244.34,242.94,243.89,64249519,214617,243.76,Day,Alpaca,2025-08-14 22:37:15
92,SPY,2018-05-14 04:00:00.000000,244.51,245.18,243.64,244.17,57758926,214998,244.31,Day,Alpaca,2025-08-14 22:37:15
93,SPY,2018-05-15 04:00:00.000000,242.95,242.97,241.55,242.45,91104778,303001,242.22,Day,Alpaca,2025-08-14 22:37:15
94,SPY,2018-05-16 04:00:00.000000,242.55,244.0,242.52,243.45,55278260,199223,243.3,Day,Alpaca,2025-08-14 22:37:15
95,SPY,2018-05-17 04:00:00.000000,243.26,244.42,242.54,243.32,57619100,226824,243.48,Day,Alpaca,2025-08-14 22:37:15
96,SPY,2018-05-18 04:00:00.000000,242.98,243.34,242.36,242.73,65582406,201379,242.89,Day,Alpaca,2025-08-14 22:37:15
97,SPY,2018-05-21 04:00:00.000000,244.22,245.09,242.74,244.53,60494019,212256,244.46,Day,Alpaca,2025-08-14 22:37:15
98,SPY,2018-05-22 04:00:00.000000,245.07,245.33,243.53,243.83,54584049,191589,244.45,Day,Alpaca,2025-08-14 22:37:15
99,SPY,2018-05-23 04:00:00.000000,242.57,244.56,242.41,244.54,65652020,244215,243.45,Day,Alpaca,2025-08-14 22:37:15
100,SPY,2018-05-24 04:00:00.000000,244.13,244.41,242.22,244.07,77138128,274541,243.61,Day,Alpaca,2025-08-14 22:37:15
101,SPY,2018-05-25 04:00:00.000000,243.45,244.09,242.94,243.5,58118644,195903,243.49,Day,Alpaca,2025-08-14 22:37:15
102,SPY,2018-05-29 04:00:00.000000,241.8,242.57,239.52,240.74,119430992,432412,240.74,Day,Alpaca,2025-08-14 22:37:15
103,SPY,2018-05-30 04:00:00.000000,241.97,244.31,241.9,243.84,71476485,281732,243.4,Day,Alpaca,2025-08-14 22:37:15
104,SPY,2018-05-31 04:00:00.000000,243.45,243.75,241.75,242.25,97047084,342555,242.66,Day,Alpaca,2025-08-14 22:37:15
105,SPY,2018-06-01 04:00:00.000000,243.68,245.05,243.61,244.76,73684806,275237,244.47,Day,Alpaca,2025-08-14 22:37:15
106,SPY,2018-06-04 04:00:00.000000,245.58,246.16,245.34,245.9,46900396,199750,245.83,Day,Alpaca,2025-08-14 22:37:15
107,SPY,2018-06-05 04:00:00.000000,246.04,246.47,245.27,246.17,54148265,205395,246.01,Day,Alpaca,2025-08-14 22:37:15
108,SPY,2018-06-06 04:00:00.000000,246.71,248.25,246.08,248.17,65048897,253539,247.32,Day,Alpaca,2025-08-14 22:37:15
109,SPY,2018-06-07 04:00:00.000000,248.64,248.93,247.2,248.12,74154313,299284,248.05,Day,Alpaca,2025-08-14 22:37:15
110,SPY,2018-06-08 04:00:00.000000,247.65,248.91,247.48,248.88,73082607,237991,248.31,Day,Alpaca,2025-08-14 22:37:15
111,SPY,2018-06-11 04:00:00.000000,249.08,249.91,248.96,249.2,59668405,211393,249.44,Day,Alpaca,2025-08-14 22:37:15
112,SPY,2018-06-12 04:00:00.000000,249.6,249.87,248.85,249.55,74511683,211611,249.43,Day,Alpaca,2025-08-14 22:37:15
113,SPY,2018-06-13 04:00:00.000000,249.75,250.01,248.5,248.69,80383239,275305,249.34,Day,Alpaca,2025-08-14 22:37:15
114,SPY,2018-06-14 04:00:00.000000,249.59,249.87,248.74,249.29,80080701,233426,249.33,Day,Alpaca,2025-08-14 22:37:15
115,SPY,2018-06-15 04:00:00.000000,247.43,248.24,246.31,247.82,121150047,305393,247.45,Day,Alpaca,2025-08-14 22:37:15
116,SPY,2018-06-18 04:00:00.000000,246.44,247.52,245.95,247.42,53795470,221100,246.97,Day,Alpaca,2025-08-14 22:37:15
117,SPY,2018-06-19 04:00:00.000000,245.1,246.67,244.68,246.43,99299985,337431,245.79,Day,Alpaca,2025-08-14 22:37:15
118,SPY,2018-06-20 04:00:00.000000,247.14,247.54,246.53,246.9,55038477,212279,247.02,Day,Alpaca,2025-08-14 22:37:15
119,SPY,2018-06-21 04:00:00.000000,246.86,246.88,244.82,245.32,72830642,289341,245.62,Day,Alpaca,2025-08-14 22:37:15
120,SPY,2018-06-22 04:00:00.000000,246.59,246.7,245.54,245.78,58141958,231377,246.15,Day,Alpaca,2025-08-14 22:37:15
121,SPY,2018-06-25 04:00:00.000000,244.6,244.76,240.72,242.48,140736625,515153,242.37,Day,Alpaca,2025-08-14 22:37:15
122,SPY,2018-06-26 04:00:00.000000,242.99,243.82,242.23,242.94,71010510,304136,243.09,Day,Alpaca,2025-08-14 22:37:15
123,SPY,2018-06-27 04:00:00.000000,243.55,244.98,240.79,241.35,107076264,418206,242.57,Day,Alpaca,2025-08-14 22:37:15
124,SPY,2018-06-28 04:00:00.000000,240.89,243.09,240.18,242.34,78226226,367568,241.59,Day,Alpaca,2025-08-14 22:37:15
125,SPY,2018-06-29 04:00:00.000000,243.42,244.8,242.55,242.73,100130479,329244,243.66,Day,Alpaca,2025-08-14 22:37:15
126,SPY,2018-07-02 04:00:00.000000,241.09,243.35,240.85,243.17,65158380,279126,242.07,Day,Alpaca,2025-08-14 22:37:15
127,SPY,2018-07-03 04:00:00.000000,244.09,244.19,241.9,242.31,44038959,180592,243.11,Day,Alpaca,2025-08-14 22:37:15
128,SPY,2018-07-05 04:00:00.000000,243.47,244.37,242.39,244.23,58320429,260592,243.62,Day,Alpaca,2025-08-14 22:37:15
129,SPY,2018-07-06 04:00:00.000000,244.34,246.75,243.96,246.32,67827660,269630,245.99,Day,Alpaca,2025-08-14 22:37:15
130,SPY,2018-07-09 04:00:00.000000,247.39,248.65,247.34,248.59,51878754,212825,248.14,Day,Alpaca,2025-08-14 22:37:15
131,SPY,2018-07-10 04:00:00.000000,249.05,249.59,248.75,249.41,53080928,207662,249.27,Day,Alpaca,2025-08-14 22:37:15
132,SPY,2018-07-11 04:00:00.000000,247.92,248.72,247.36,247.71,78467076,300427,248.0,Day,Alpaca,2025-08-14 22:37:15
133,SPY,2018-07-12 04:00:00.000000,248.93,249.96,248.33,249.84,62854200,236261,249.45,Day,Alpaca,2025-08-14 22:37:15
134,SPY,2018-07-13 04:00:00.000000,249.73,250.41,249.27,250.08,49301251,206063,250.05,Day,Alpaca,2025-08-14 22:37:15
135,SPY,2018-07-16 04:00:00.000000,250.15,250.3,249.43,249.93,50880262,177349,249.85,Day,Alpaca,2025-08-14 22:37:15
136,SPY,2018-07-17 04:00:00.000000,249.1,251.29,249.05,250.86,53362867,216883,250.54,Day,Alpaca,2025-08-14 22:37:15
137,SPY,2018-07-18 04:00:00.000000,250.97,251.53,250.53,251.42,45293969,169751,251.18,Day,Alpaca,2025-08-14 22:37:15
138,SPY,2018-07-19 04:00:00.000000,250.75,251.13,249.99,250.44,62297849,236049,250.6,Day,Alpaca,2025-08-14 22:37:15
139,SPY,2018-07-20 04:00:00.000000,250.27,250.9,250.02,250.22,83094078,235523,250.42,Day,Alpaca,2025-08-14 22:37:15
140,SPY,2018-07-23 04:00:00.000000,249.98,250.86,249.63,250.69,47606016,190990,250.37,Day,Alpaca,2025-08-14 22:37:15
141,SPY,2018-07-24 04:00:00.000000,252.02,252.76,251.04,251.86,68736774,251365,251.96,Day,Alpaca,2025-08-14 22:37:15
142,SPY,2018-07-25 04:00:00.000000,251.66,254.38,251.62,254.18,80239697,265415,252.97,Day,Alpaca,2025-08-14 22:37:15
143,SPY,2018-07-26 04:00:00.000000,253.33,254.15,253.24,253.42,59404205,237667,253.58,Day,Alpaca,2025-08-14 22:37:15
144,SPY,2018-07-27 04:00:00.000000,253.79,253.89,250.81,251.78,78755772,326917,252.02,Day,Alpaca,2025-08-14 22:37:15
145,SPY,2018-07-30 04:00:00.000000,251.82,251.98,249.9,250.38,65270286,252059,250.69,Day,Alpaca,2025-08-14 22:37:15
146,SPY,2018-07-31 04:00:00.000000,251.2,252.28,250.81,251.54,71284048,275207,251.58,Day,Alpaca,2025-08-14 22:37:15
147,SPY,2018-08-01 04:00:00.000000,251.87,252.38,250.59,251.27,55357171,244834,251.46,Day,Alpaca,2025-08-14 22:37:15
148,SPY,2018-08-02 04:00:00.000000,249.93,252.78,249.72,252.61,65221869,247744,251.74,Day,Alpaca,2025-08-14 22:37:15
149,SPY,2018-08-03 04:00:00.000000,252.74,253.74,252.56,253.71,54992919,201652,253.29,Day,Alpaca,2025-08-14 22:37:15
150,SPY,2018-08-06 04:00:00.000000,253.73,254.94,253.34,254.64,40476791,159468,254.4,Day,Alpaca,2025-08-14 22:37:15
151,SPY,2018-08-07 04:00:00.000000,255.29,255.85,255.16,255.46,44340537,181012,255.54,Day,Alpaca,2025-08-14 22:37:15
152,SPY,2018-08-08 04:00:00.000000,255.29,255.76,254.89,255.34,43039504,154349,255.4,Day,Alpaca,2025-08-14 22:37:15
153,SPY,2018-08-09 04:00:00.000000,255.42,255.81,254.87,255.03,36423073,140975,255.38,Day,Alpaca,2025-08-14 22:37:15
154,SPY,2018-08-10 04:00:00.000000,253.56,254.1,252.58,253.3,77955013,292328,253.42,Day,Alpaca,2025-08-14 22:37:15
155,SPY,2018-08-13 04:00:00.000000,253.58,254.19,252.06,252.33,66977189,270770,252.93,Day,Alpaca,2025-08-14 22:37:15
156,SPY,2018-08-14 04:00:00.000000,253.08,254.2,252.69,253.89,44779018,193565,253.74,Day,Alpaca,2025-08-14 22:37:15
157,SPY,2018-08-15 04:00:00.000000,252.6,252.74,250.62,252.04,104669550,437747,251.58,Day,Alpaca,2025-08-14 22:37:15
158,SPY,2018-08-16 04:00:00.000000,253.48,254.98,253.48,254.12,71100475,259401,254.21,Day,Alpaca,2025-08-14 22:37:15
159,SPY,2018-08-17 04:00:00.000000,253.9,255.45,253.49,254.96,67003717,244142,254.59,Day,Alpaca,2025-08-14 22:37:15
160,SPY,2018-08-20 04:00:00.000000,255.45,255.81,255.0,255.55,41000517,160489,255.48,Day,Alpaca,2025-08-14 22:37:15
161,SPY,2018-08-21 04:00:00.000000,256.06,257.01,255.58,256.08,68286269,243818,256.46,Day,Alpaca,2025-08-14 22:37:15
162,SPY,2018-08-22 04:00:00.000000,255.73,256.52,255.46,256.03,45508737,190752,256.07,Day,Alpaca,2025-08-14 22:37:15
163,SPY,2018-08-23 04:00:00.000000,255.81,256.68,255.33,255.65,49872622,196815,255.84,Day,Alpaca,2025-08-14 22:37:15
164,SPY,2018-08-24 04:00:00.000000,256.23,257.33,256.18,257.2,58162308,219910,256.93,Day,Alpaca,2025-08-14 22:37:15
165,SPY,2018-08-27 04:00:00.000000,258.4,259.33,258.24,259.18,58337139,213474,258.97,Day,Alpaca,2025-08-14 22:37:15
166,SPY,2018-08-28 04:00:00.000000,259.69,259.79,258.88,259.27,47809662,174506,259.32,Day,Alpaca,2025-08-14 22:37:15
167,SPY,2018-08-29 04:00:00.000000,259.56,260.97,259.31,260.71,63047190,207172,260.48,Day,Alpaca,2025-08-14 22:37:15
168,SPY,2018-08-30 04:00:00.000000,260.26,260.63,259.09,259.7,62526061,270413,259.96,Day,Alpaca,2025-08-14 22:37:15
169,SPY,2018-08-31 04:00:00.000000,259.27,260.14,258.78,259.66,67955528,237487,259.44,Day,Alpaca,2025-08-14 22:37:15
170,SPY,2018-09-04 04:00:00.000000,259.27,259.61,258.24,259.27,58789013,246055,258.96,Day,Alpaca,2025-08-14 22:37:15
171,SPY,2018-09-05 04:00:00.000000,258.89,259.1,257.53,258.59,76145573,291581,258.38,Day,Alpaca,2025-08-14 22:37:15
172,SPY,2018-09-06 04:00:00.000000,258.66,258.96,256.73,257.77,67235277,289832,257.68,Day,Alpaca,2025-08-14 22:37:15
173,SPY,2018-09-07 04:00:00.000000,256.72,258.25,256.47,257.21,74818657,308960,257.28,Day,Alpaca,2025-08-14 22:37:15
174,SPY,2018-09-10 04:00:00.000000,258.29,258.56,257.52,257.71,51016851,207071,257.9,Day,Alpaca,2025-08-14 22:37:15
175,SPY,2018-09-11 04:00:00.000000,257.06,259.01,256.71,258.64,52375991,213944,258.28,Day,Alpaca,2025-08-14 22:37:15
176,SPY,2018-09-12 04:00:00.000000,258.58,259.24,257.83,258.68,60575938,269013,258.55,Day,Alpaca,2025-08-14 22:37:15
177,SPY,2018-09-13 04:00:00.000000,259.7,260.35,259.41,260.13,52019121,234786,259.95,Day,Alpaca,2025-08-14 22:37:15
178,SPY,2018-09-14 04:00:00.000000,260.37,260.55,259.42,260.24,55917676,221993,260.1,Day,Alpaca,2025-08-14 22:37:15
179,SPY,2018-09-17 04:00:00.000000,260.15,260.19,258.55,258.88,69333285,248355,259.24,Day,Alpaca,2025-08-14 22:37:15
180,SPY,2018-09-18 04:00:00.000000,259.04,260.83,259.01,260.24,63932290,227464,260.21,Day,Alpaca,2025-08-14 22:37:15
181,SPY,2018-09-19 04:00:00.000000,260.29,260.93,260.16,260.54,50283683,209305,260.54,Day,Alpaca,2025-08-14 22:37:15
182,SPY,2018-09-20 04:00:00.000000,261.78,262.94,260.52,262.58,103959169,294672,262.28,Day,Alpaca,2025-08-14 22:37:15
183,SPY,2018-09-21 04:00:00.000000,263.37,263.49,262.22,262.43,107157043,258276,262.82,Day,Alpaca,2025-08-14 22:37:15
184,SPY,2018-09-24 04:00:00.000000,261.8,261.94,260.92,261.56,54671313,233334,261.47,Day,Alpaca,2025-08-14 22:37:15
185,SPY,2018-09-25 04:00:00.000000,261.97,262.08,261.03,261.22,46702181,175806,261.45,Day,Alpaca,2025-08-14 22:37:15
186,SPY,2018-09-26 04:00:00.000000,261.41,262.61,260.06,260.42,81461259,298740,261.31,Day,Alpaca,2025-08-14 22:37:15
187,SPY,2018-09-27 04:00:00.000000,260.96,262.31,260.68,261.2,60378141,238701,261.48,Day,Alpaca,2025-08-14 22:37:15
188,SPY,2018-09-28 04:00:00.000000,260.58,261.74,260.55,261.1,72381508,267734,261.15,Day,Alpaca,2025-08-14 22:37:15
189,SPY,2018-10-01 04:00:00.000000,262.49,263.23,261.47,262.12,63634059,254455,262.41,Day,Alpaca,2025-08-14 22:37:15
190,SPY,2018-10-02 04:00:00.000000,261.99,262.71,261.62,262.04,49096939,220334,262.13,Day,Alpaca,2025-08-14 22:37:15
191,SPY,2018-10-03 04:00:00.000000,263.05,263.48,261.78,262.17,66022129,258734,262.65,Day,Alpaca,2025-08-14 22:37:15
192,SPY,2018-10-04 04:00:00.000000,261.65,261.71,258.49,260.17,113147728,478293,259.89,Day,Alpaca,2025-08-14 22:37:15
193,SPY,2018-10-05 04:00:00.000000,260.31,260.83,257.2,258.62,108781268,466829,258.79,Day,Alpaca,2025-08-14 22:37:15
194,SPY,2018-10-08 04:00:00.000000,257.94,258.99,256.55,258.62,88771776,395327,257.99,Day,Alpaca,2025-08-14 22:37:15
195,SPY,2018-10-09 04:00:00.000000,258.25,259.57,257.69,258.33,75481888,334052,258.57,Day,Alpaca,2025-08-14 22:37:15
