id,symbol,timestamp,open,high,low,close,volume,trade_count,vwap,timeframe,data_source,created_at
1851,AAPL,2025-05-13 04:00:00.000000,210.19,213.16,208.76,212.69,51909332,608884,211.68,Day,Alpaca,2025-08-15 16:54:21
1852,AAPL,2025-05-14 04:00:00.000000,212.19,213.7,210.34,212.09,49325825,596267,212.03,Day,Alpaca,2025-08-15 16:54:21
1853,AAPL,2025-05-15 04:00:00.000000,210.71,212.72,209.3,211.21,45029473,550863,211.06,Day,Alpaca,2025-08-15 16:54:21
1854,AAPL,2025-05-16 04:00:00.000000,212.12,212.33,209.53,211.02,54737850,512788,211.08,Day,Alpaca,2025-08-15 16:54:21
1855,AAPL,2025-05-19 04:00:00.000000,207.67,209.24,204.03,208.54,46140527,617742,207.31,Day,Alpaca,2025-08-15 16:54:21
1856,AAPL,2025-05-20 04:00:00.000000,207.43,208.23,204.8,206.62,42496635,511393,206.78,Day,Alpaca,2025-08-15 16:54:21
1857,AAPL,2025-05-21 04:00:00.000000,204.94,206.8,200.48,201.86,59211774,783994,203.18,Day,Alpaca,2025-08-15 16:54:21
1858,AAPL,2025-05-22 04:00:00.000000,200.48,202.52,199.47,201.13,46742407,615608,201.15,Day,Alpaca,2025-08-15 16:54:21
1859,AAPL,2025-05-23 04:00:00.000000,193.44,197.47,193.24,195.05,78432918,1035410,195.7,Day,Alpaca,2025-08-15 16:54:21
1860,AAPL,2025-05-27 04:00:00.000000,198.07,200.51,197.2,199.98,56288475,710445,199.31,Day,Alpaca,2025-08-15 16:54:21
1861,AAPL,2025-05-28 04:00:00.000000,200.36,202.5,199.67,200.19,45339678,549615,200.6,Day,Alpaca,2025-08-15 16:54:21
1862,AAPL,2025-05-29 04:00:00.000000,203.34,203.58,198.28,199.72,51477938,652509,200.15,Day,Alpaca,2025-08-15 16:54:21
1863,AAPL,2025-05-30 04:00:00.000000,199.14,201.73,196.56,200.62,70819942,605924,199.63,Day,Alpaca,2025-08-15 16:54:21
1864,AAPL,2025-06-02 04:00:00.000000,200.05,201.9,199.89,201.47,35423294,501431,200.98,Day,Alpaca,2025-08-15 16:54:21
1865,AAPL,2025-06-03 04:00:00.000000,201.12,203.54,200.73,203.04,46381567,519820,202.55,Day,Alpaca,2025-08-15 16:54:21
1866,AAPL,2025-06-04 04:00:00.000000,202.68,206.0,201.87,202.59,43603985,568214,203.48,Day,Alpaca,2025-08-15 16:54:21
1867,AAPL,2025-06-05 04:00:00.000000,203.27,204.52,199.92,200.4,55221235,637645,201.64,Day,Alpaca,2025-08-15 16:54:21
1868,AAPL,2025-06-06 04:00:00.000000,202.77,205.46,201.82,203.69,46607693,556357,203.88,Day,Alpaca,2025-08-15 16:54:21
1869,AAPL,2025-06-09 04:00:00.000000,204.16,205.76,199.79,201.22,72862557,860118,202.26,Day,Alpaca,2025-08-15 16:54:21
1870,AAPL,2025-06-10 04:00:00.000000,200.37,204.12,200.34,202.44,54672608,611323,202.32,Day,Alpaca,2025-08-15 16:54:21
1871,AAPL,2025-06-11 04:00:00.000000,203.27,204.27,198.18,198.55,60989857,770310,200.26,Day,Alpaca,2025-08-15 16:54:21
1872,AAPL,2025-06-12 04:00:00.000000,198.85,199.45,197.13,198.97,43904635,541843,198.44,Day,Alpaca,2025-08-15 16:54:21
1873,AAPL,2025-06-13 04:00:00.000000,199.5,200.14,195.48,196.23,51447349,716210,196.78,Day,Alpaca,2025-08-15 16:54:21
1874,AAPL,2025-06-16 04:00:00.000000,197.07,198.46,196.34,198.19,43020691,568354,197.66,Day,Alpaca,2025-08-15 16:54:21
1875,AAPL,2025-06-17 04:00:00.000000,196.97,198.16,194.99,195.42,38856152,522902,196.3,Day,Alpaca,2025-08-15 16:54:21
1876,AAPL,2025-06-18 04:00:00.000000,195.72,197.34,194.85,196.36,45394689,520881,196.23,Day,Alpaca,2025-08-15 16:54:21
1877,AAPL,2025-06-20 04:00:00.000000,198.01,201.47,196.63,200.77,96813542,680915,199.53,Day,Alpaca,2025-08-15 16:54:21
1878,AAPL,2025-06-23 04:00:00.000000,201.39,202.07,198.73,201.27,55814272,618980,200.93,Day,Alpaca,2025-08-15 16:54:21
1879,AAPL,2025-06-24 04:00:00.000000,202.36,203.21,199.97,200.07,54064033,666917,201.18,Day,Alpaca,2025-08-15 16:54:21
1880,AAPL,2025-06-25 04:00:00.000000,201.22,203.44,200.39,201.33,39525730,514978,201.58,Day,Alpaca,2025-08-15 16:54:21
1881,AAPL,2025-06-26 04:00:00.000000,201.2,202.41,199.23,200.77,50799121,622887,200.38,Day,Alpaca,2025-08-15 16:54:21
1882,AAPL,2025-06-27 04:00:00.000000,201.66,202.99,199.77,200.85,73188571,596078,201.23,Day,Alpaca,2025-08-15 16:54:21
1883,AAPL,2025-06-30 04:00:00.000000,201.78,207.15,199.03,204.94,91912816,914593,203.15,Day,Alpaca,2025-08-15 16:54:21
1884,AAPL,2025-07-01 04:00:00.000000,206.43,209.95,205.9,207.58,78788867,970491,207.96,Day,Alpaca,2025-08-15 16:54:21
1885,AAPL,2025-07-02 04:00:00.000000,208.67,213.1,207.9,212.2,67941811,798402,211.55,Day,Alpaca,2025-08-15 16:54:21
1886,AAPL,2025-07-03 04:00:00.000000,211.9,214.4,211.57,213.31,34955836,432780,213.37,Day,Alpaca,2025-08-15 16:54:21
1887,AAPL,2025-07-07 04:00:00.000000,212.44,215.98,208.56,209.71,50228984,670324,210.94,Day,Alpaca,2025-08-15 16:54:21
1888,AAPL,2025-07-08 04:00:00.000000,209.86,211.19,208.21,209.77,42848928,512140,209.67,Day,Alpaca,2025-08-15 16:54:21
1889,AAPL,2025-07-09 04:00:00.000000,209.29,211.09,206.98,210.9,48749367,590796,209.28,Day,Alpaca,2025-08-15 16:54:21
1890,AAPL,2025-07-10 04:00:00.000000,210.26,213.24,209.79,212.17,44443634,545130,212.02,Day,Alpaca,2025-08-15 16:54:21
1891,AAPL,2025-07-11 04:00:00.000000,210.32,211.89,209.62,210.92,39765812,431665,210.78,Day,Alpaca,2025-08-15 16:54:21
1892,AAPL,2025-07-14 04:00:00.000000,209.69,210.67,207.3,208.38,38840111,525534,208.52,Day,Alpaca,2025-08-15 16:54:21
1893,AAPL,2025-07-15 04:00:00.000000,208.98,211.65,208.68,208.87,42296339,526311,209.91,Day,Alpaca,2025-08-15 16:54:21
1894,AAPL,2025-07-16 04:00:00.000000,210.05,212.16,208.4,209.92,47483372,535726,210.18,Day,Alpaca,2025-08-15 16:54:21
1895,AAPL,2025-07-17 04:00:00.000000,210.33,211.56,209.35,209.78,48067750,574969,210.32,Day,Alpaca,2025-08-15 16:54:21
1896,AAPL,2025-07-18 04:00:00.000000,210.63,211.55,209.46,210.94,48972900,478837,210.64,Day,Alpaca,2025-08-15 16:54:21
1897,AAPL,2025-07-21 04:00:00.000000,211.86,215.53,211.39,212.24,51377434,651657,213.24,Day,Alpaca,2025-08-15 16:54:21
1898,AAPL,2025-07-22 04:00:00.000000,212.9,214.7,211.99,214.15,46404072,549182,213.42,Day,Alpaca,2025-08-15 16:54:21
1899,AAPL,2025-07-23 04:00:00.000000,214.75,214.9,212.17,213.91,46989301,497904,213.49,Day,Alpaca,2025-08-15 16:54:21
1900,AAPL,2025-07-24 04:00:00.000000,213.66,215.44,213.29,213.52,46022620,505013,214.18,Day,Alpaca,2025-08-15 16:54:21
1901,AAPL,2025-07-25 04:00:00.000000,214.45,214.99,213.16,213.64,40268781,409972,213.93,Day,Alpaca,2025-08-15 16:54:21
1902,AAPL,2025-07-28 04:00:00.000000,213.79,214.6,212.82,213.81,37858017,425354,213.8,Day,Alpaca,2025-08-15 16:54:21
1903,AAPL,2025-07-29 04:00:00.000000,213.93,214.56,210.58,211.03,51411723,537963,211.93,Day,Alpaca,2025-08-15 16:54:21
1904,AAPL,2025-07-30 04:00:00.000000,211.65,212.15,207.48,208.81,45511423,542328,209.38,Day,Alpaca,2025-08-15 16:54:21
1905,AAPL,2025-07-31 04:00:00.000000,208.25,209.6,206.92,207.33,80698431,827514,208.14,Day,Alpaca,2025-08-15 16:54:21
1906,AAPL,2025-08-01 04:00:00.000000,210.62,213.34,201.27,202.15,104434473,1201399,204.44,Day,Alpaca,2025-08-15 16:54:21
1907,AAPL,2025-08-04 04:00:00.000000,204.27,207.64,201.44,203.12,75109298,785189,204.2,Day,Alpaca,2025-08-15 16:54:21
1908,AAPL,2025-08-05 04:00:00.000000,203.17,205.11,201.93,202.69,44155079,491748,203.38,Day,Alpaca,2025-08-15 16:54:21
1909,AAPL,2025-08-06 04:00:00.000000,205.39,215.13,205.35,213.01,108483103,1104103,212.46,Day,Alpaca,2025-08-15 16:54:21
1910,AAPL,2025-08-07 04:00:00.000000,218.62,220.6,216.33,219.78,90224834,1007838,219.05,Day,Alpaca,2025-08-15 16:54:21
1911,AAPL,2025-08-08 04:00:00.000000,220.58,230.74,219.0,229.09,113853967,1135405,227.0,Day,Alpaca,2025-08-15 16:54:21
1912,AAPL,2025-08-11 04:00:00.000000,227.92,229.56,224.76,227.18,61806132,692122,227.313985,Day,Alpaca,2025-08-15 16:54:21
1913,AAPL,2025-08-12 04:00:00.000000,228.005,230.8,227.07,229.65,55672301,561508,229.351117,Day,Alpaca,2025-08-15 16:54:21
1914,AAPL,2025-08-13 04:00:00.000000,231.07,235.0,230.43,233.33,69878546,740719,232.806434,Day,Alpaca,2025-08-15 16:54:21
1915,AAPL,2025-08-14 04:00:00.000000,234.055,235.12,230.85,232.78,51917397,558701,232.705813,Day,Alpaca,2025-08-15 16:54:21
